gw,team,opp,off,on,min,date
4,Atalanta,Olympique de Marseille,M. de Roon,M. Pašalić,46,2025-11-05
5,Benfica,AFC Ajax,L. Barreiro,R. Rêgo,90,2025-11-25
5,Benfica,AFC Ajax,V. Pavlidis,M. Silva,90,2025-11-25
5,AFC Ajax,Benfica,Y. Regeer,R. Moro,83,2025-11-25
5,Benfica,AFC Ajax,G. Sudakov,T. Araújo,81,2025-11-25
5,AFC Ajax,Benfica,M. Godts,K. Dolberg,75,2025-11-25
5,AFC Ajax,Benfica,D. Klaassen,K. Fitz-Jim,74,2025-11-25
5,AFC Ajax,Benfica,R. Bounida,O. Gloukh,74,2025-11-25
5,AFC Ajax,Benfica,O. Wijndal,J. Mokio,60,2025-11-25
5,Royale Union Saint-Gilloise,Galatasaray,O. Niang,F. Leysen,90,2025-11-25
5,Royale Union Saint-Gilloise,Galatasaray,A. A. E. Hadj,R. Schoofs,71,2025-11-25
5,Royale Union Saint-Gilloise,Galatasaray,R. Florucz,S. Boufal,71,2025-11-25
5,Royale Union Saint-Gilloise,Galatasaray,P. David,K. Rodríguez,58,2025-11-25
5,Galatasaray,Royale Union Saint-Gilloise,I. Jakobs,A. Ünyay,53,2025-11-25
5,Bodø/Glimt,Juventus,K. Høgh,A. Helmersen,87,2025-11-25
5,Juventus,Bodø/Glimt,F. Conceição,E. Zhegrova,83,2025-11-25
5,Bodø/Glimt,Juventus,O. D. Blomberg,J. P. Hauge,77,2025-11-25
5,Bodø/Glimt,Juventus,H. Evjen,M. Jørgensen,77,2025-11-25
5,Juventus,Bodø/Glimt,L. Openda,J. David,75,2025-11-25
5,Juventus,Bodø/Glimt,A. Cambiaso,J. Cabal,75,2025-11-25
5,Juventus,Bodø/Glimt,F. Miretti,K. Thuram,68,2025-11-25
5,Bodø/Glimt,Juventus,H. Aleesami,B. Moe,61,2025-11-25
5,Bodø/Glimt,Juventus,I. D. Määttä,S. Auklend,61,2025-11-25
5,Juventus,Bodø/Glimt,V. Adžić,K. Yıldız,46,2025-11-25
5,Borussia Dortmund,Villarreal,W. Anton,E. Can,84,2025-11-25
5,Villarreal,Borussia Dortmund,T. Buchanan,I. Akhomach,83,2025-11-25
5,Villarreal,Borussia Dortmund,S. Mouriño,P. Navarro,83,2025-11-25
5,Borussia Dortmund,Villarreal,F. Nmecha,P. Gross,77,2025-11-25
5,Borussia Dortmund,Villarreal,M. Sabitzer,J. Bellingham,77,2025-11-25
5,Villarreal,Borussia Dortmund,S. Comesaña,D. Parejo,74,2025-11-25
5,Borussia Dortmund,Villarreal,J. Brandt,C. Chukwuemeka,68,2025-11-25
5,Borussia Dortmund,Villarreal,S. Guirassy,F. Silva,68,2025-11-25
5,Villarreal,Borussia Dortmund,N. Pépé,A. Moleiro,65,2025-11-25
5,Villarreal,Borussia Dortmund,T. Partey,R. Marín,65,2025-11-25
5,Chelsea,FC Barcelona,Estêvão,T. George,83,2025-11-25
5,Chelsea,FC Barcelona,R. James,J. Acheampong,82,2025-11-25
5,FC Barcelona,Chelsea,L. Yamal,D. Olmo,80,2025-11-25
5,FC Barcelona,Chelsea,A. Balde,G. Martín,80,2025-11-25
5,Chelsea,FC Barcelona,P. Neto,J. Gittens,75,2025-11-25
5,FC Barcelona,Chelsea,F. López,A. Christensen,62,2025-11-25
5,FC Barcelona,Chelsea,R. Lewandowski,Raphinha,62,2025-11-25
5,Chelsea,FC Barcelona,A. Garnacho,L. Delap,59,2025-11-25
5,FC Barcelona,Chelsea,F. Torres,M. Rashford,46,2025-11-25
5,Chelsea,FC Barcelona,M. Gusto,A. Santos,46,2025-11-25
5,Bayer 04 Leverkusen,Manchester City,C. Kofane,N. Tella,83,2025-11-25
5,Manchester City,Bayer 04 Leverkusen,A. Khusanov,R. Cherki,65,2025-11-25
5,Manchester City,Bayer 04 Leverkusen,O. Marmoush,E. Haaland,65,2025-11-25
5,Manchester City,Bayer 04 Leverkusen,O. Bobb,J. Doku,46,2025-11-25
5,Manchester City,Bayer 04 Leverkusen,R. Aït-Nouri,N. O’Reilly,46,2025-11-25
5,Manchester City,Bayer 04 Leverkusen,R. Lewis,P. Foden,46,2025-11-25
5,Napoli,Qarabağ FK,A. Buongiorno,Juan Jesus,90,2025-11-25
5,Napoli,Qarabağ FK,D. Neres,A. Vergara,90,2025-11-25
5,Qarabağ FK,Napoli,M. Silva,Dani Bolt,76,2025-11-25
5,Qarabağ FK,Napoli,E. Cafarquliyev,T. Bayramov,76,2025-11-25
5,Qarabağ FK,Napoli,C. Durán,N. Akhundzade,76,2025-11-25
5,Napoli,Qarabağ FK,R. Højlund,L. Lucca,75,2025-11-25
5,Napoli,Qarabağ FK,N. Lang,E. Elmas,75,2025-11-25
5,Napoli,Qarabağ FK,S. Beukema,M. Politano,64,2025-11-25
5,Qarabağ FK,Napoli,K. Medina,S. Mmaee,61,2025-11-25
5,Qarabağ FK,Napoli,L. Andrade,O. Kashchuk,61,2025-11-25
5,Olympique de Marseille,Newcastle United,P. Aubameyang,R. Vaz,90,2025-11-25
5,Olympique de Marseille,Newcastle United,M. Greenwood,A. Gomes,88,2025-11-25
5,Newcastle United,Olympique de Marseille,J. Willock,J. Ramsey,72,2025-11-25
5,Newcastle United,Olympique de Marseille,A. Gordon,N. Woltemade,72,2025-11-25
5,Olympique de Marseille,Newcastle United,D. Bakola,M. O'Riley,62,2025-11-25
5,Newcastle United,Olympique de Marseille,F. Schar,A. Elanga,61,2025-11-25
5,Newcastle United,Olympique de Marseille,V. Livramento,L. Hall,60,2025-11-25
5,Newcastle United,Olympique de Marseille,J. Murphy,L. Miley,60,2025-11-25
5,SK Slavia Praha,Athletic Club,C. Zafeiris,M. Chytil,79,2025-11-25
5,Athletic Club,SK Slavia Praha,J. Areso,Í. Lekue,79,2025-11-25
5,Athletic Club,SK Slavia Praha,G. Guruzeta,U. Gómez,79,2025-11-25
5,Athletic Club,SK Slavia Praha,I. De Galarreta,M. Jauregizar,64,2025-11-25
5,Athletic Club,SK Slavia Praha,Á. Berenguer,N. Williams,58,2025-11-25
5,Athletic Club,SK Slavia Praha,O. Sancet,S. Sánchez,58,2025-11-25
5,SK Slavia Praha,Athletic Club,Y. Sanyang,V. Kušej,55,2025-11-25
5,SK Slavia Praha,Athletic Club,Y. Mbodji,J. Boril,55,2025-11-25
5,SK Slavia Praha,Athletic Club,D. Doudera,T. Holes,55,2025-11-25
5,FC København,Kairat Almaty,V. B. Dadason,M. Garananga,90,2025-11-26
5,FC København,Kairat Almaty,Robert,Y. Moukoko,79,2025-11-26
5,FC København,Kairat Almaty,J. Suzuki,Y. Zague,79,2025-11-26
5,Kairat Almaty,FC København,Edmilson,Ricardinho,78,2025-11-26
5,Kairat Almaty,FC København,D. Kasabulat,A. Sadybekov,78,2025-11-26
5,Kairat Almaty,FC København,V. Gromyko,J. Stanojev,69,2025-11-26
5,Kairat Almaty,FC København,J. G. C. Monteiro,G. Zaria,69,2025-11-26
5,FC København,Kairat Almaty,W. Clem,M. E. Madsen,69,2025-11-26
5,FC København,Kairat Almaty,J. Larsson,M. Elyounoussi,69,2025-11-26
5,Kairat Almaty,FC København,D. Glazer,O. Baibek,64,2025-11-26
5,AS Monaco,Pafos FC,F. Balogun,M. Biereth,89,2025-11-26
5,Pafos FC,AS Monaco,V. Dragomir,L. Dimata,79,2025-11-26
5,AS Monaco,Pafos FC,T. Minamino,A. Fati,77,2025-11-26
5,AS Monaco,Pafos FC,Vanderson,T. Kehrer,77,2025-11-26
5,Pafos FC,AS Monaco,A. Silva,M. Bassouamina,69,2025-11-26
5,AS Monaco,Pafos FC,L. Camara,M. Coulibaly,66,2025-11-26
5,AS Monaco,Pafos FC,A. Golovin,L. Michal,65,2025-11-26
5,Pafos FC,AS Monaco,D. Quina,Jajá,57,2025-11-26
5,Pafos FC,AS Monaco,D. Goldar,B. Langa,46,2025-11-26
5,FC Bayern München,Arsenal,D. Upamecano,M. Kim,82,2025-11-26
5,FC Bayern München,Arsenal,L. Karl,R. Guerreiro,81,2025-11-26
5,FC Bayern München,Arsenal,J. Kimmich,L. Goretzka,81,2025-11-26
5,Arsenal,FC Bayern München,E. Eze,M. Odegaard,81,2025-11-26
5,Arsenal,FC Bayern München,J. Timber,B. White,81,2025-11-26
5,FC Bayern München,Arsenal,K. Laimer,T. Bischof,72,2025-11-26
5,FC Bayern München,Arsenal,S. Gnabry,N. Jackson,72,2025-11-26
5,Arsenal,FC Bayern München,B. Saka,G. Martinelli,68,2025-11-26
5,Arsenal,FC Bayern München,M. Lewis-Skelly,R. Calafiori,68,2025-11-26
5,Arsenal,FC Bayern München,L. Trossard,N. Madueke,38,2025-11-26
5,Inter,Atlético Madrid,F. Dimarco,L. Henrique,79,2025-11-26
5,Inter,Atlético Madrid,H. Çalhanoğlu,D. Frattesi,72,2025-11-26
5,Inter,Atlético Madrid,L. Martínez,F. P. Esposito,72,2025-11-26
5,Atlético Madrid,Inter,M. Ruggeri,A. Sørloth,68,2025-11-26
5,Atlético Madrid,Inter,A. Baena,A. Griezmann,68,2025-11-26
5,Inter,Atlético Madrid,A. Bonny,M. Thuram,65,2025-11-26
5,Inter,Atlético Madrid,P. Zieliński,P. Sučić,65,2025-11-26
5,Atlético Madrid,Inter,J. Cardoso,Pubill,59,2025-11-26
5,Atlético Madrid,Inter,C. Gallagher,Koke,59,2025-11-26
5,Atlético Madrid,Inter,N. Molina,N. González,58,2025-11-26
5,Atalanta,Eintracht Frankfurt,A. Lookman,K. Sulemana,82,2025-11-26
5,Eintracht Frankfurt,Atalanta,A. Knauff,E. Wahi,78,2025-11-26
5,Eintracht Frankfurt,Atalanta,R. Doan,A. Buta,78,2025-11-26
5,Atalanta,Eintracht Frankfurt,B. Djimsiti,S. Kolasinac,74,2025-11-26
5,Eintracht Frankfurt,Atalanta,M. Dahoud,E. Skhiri,70,2025-11-26
5,Eintracht Frankfurt,Atalanta,M. Gotze,M. Batshuayi,69,2025-11-26
5,Atalanta,Eintracht Frankfurt,D. Zappacosta,N. Zalewski,69,2025-11-26
5,Atalanta,Eintracht Frankfurt,Éderson,Y. Musah,69,2025-11-26
5,Atalanta,Eintracht Frankfurt,G. Scamacca,N. Krstović,69,2025-11-26
5,Eintracht Frankfurt,Atalanta,J. Burkardt,J. Bahoya,59,2025-11-26
5,PSV Eindhoven,Liverpool,D. Man,E. Bajraktarević,89,2025-11-26
5,Liverpool,PSV Eindhoven,I. Konaté,F. Chiesa,76,2025-11-26
5,PSV Eindhoven,Liverpool,I. Perisic,C. Driouech,70,2025-11-26
5,PSV Eindhoven,Liverpool,G. Til,R. Pepi,70,2025-11-26
5,Liverpool,PSV Eindhoven,H. Ekitiké,A. Isak,61,2025-11-26
5,Real Madrid,Olympiacos FC,Vinícius Jr.,F. Garcia,90,2025-11-26
5,Real Madrid,Olympiacos FC,R. Asencio,B. Díaz,73,2025-11-26
5,Olympiacos FC,Real Madrid,Rodinei,Costinha,72,2025-11-26
5,Olympiacos FC,Real Madrid,D. Podence,G. Strefezza,72,2025-11-26
5,Olympiacos FC,Real Madrid,L. Pirola,G. Biancone,62,2025-11-26
5,Real Madrid,Olympiacos FC,A. Güler,J. Bellingham,61,2025-11-26
5,Olympiacos FC,Real Madrid,D. Garcia,S. Hezze,46,2025-11-26
5,Real Madrid,Olympiacos FC,E. Camavinga,D. Ceballos,46,2025-11-26
5,Olympiacos FC,Real Madrid,Chiquinho,M. Taremi,28,2025-11-26
5,Paris Saint-Germain,Tottenham Hotspur,Vitinha,I. Zabarnyi,90,2025-11-26
5,Tottenham Hotspur,Paris Saint-Germain,P. M. Sarr,W. Odobert,84,2025-11-26
5,Tottenham Hotspur,Paris Saint-Germain,D. Spence,D. Udogie,84,2025-11-26
5,Tottenham Hotspur,Paris Saint-Germain,R. K. Muani,X. Simons,83,2025-11-26
5,Paris Saint-Germain,Tottenham Hotspur,K. Kvaratskhelia,O. Dembélé,79,2025-11-26
5,Paris Saint-Germain,Tottenham Hotspur,Q. Ndjantou,G. Ramos,79,2025-11-26
5,Tottenham Hotspur,Paris Saint-Germain,A. Gray,J. Palhinha,76,2025-11-26
5,Tottenham Hotspur,Paris Saint-Germain,L. Bergvall,M. Kudus,76,2025-11-26
5,Paris Saint-Germain,Tottenham Hotspur,B. Barcola,K. Lee,56,2025-11-26
5,Paris Saint-Germain,Tottenham Hotspur,N. Mendes,L. Hernández,46,2025-11-26
5,Sporting CP,Club Brugge KV,L. J. Suárez ,R. Ribeiro,86,2025-11-26
5,Sporting CP,Club Brugge KV,M. Araújo,M. Reis,86,2025-11-26
5,Club Brugge KV,Sporting CP,H. Siquet,J. Spileers,81,2025-11-26
5,Club Brugge KV,Sporting CP,J. Seys,Z. Romero,81,2025-11-26
5,Sporting CP,Club Brugge KV,G. Quenda,S. Blopa,76,2025-11-26
5,Sporting CP,Club Brugge KV,G. Catamo,A. Santos,76,2025-11-26
5,Club Brugge KV,Sporting CP,A. Stanković,M. Diakhon,74,2025-11-26
5,Club Brugge KV,Sporting CP,C. Forbs,H. Vetlesen,74,2025-11-26
5,Sporting CP,Club Brugge KV,J. Simões,H. Morita,63,2025-11-26
5,Club Brugge KV,Sporting CP,R. Vermant,N. Tresoldi,61,2025-11-26
6,Olympiacos FC,Kairat Almaty,S. Hezze,D. Garcia,84,2025-12-09
6,Kairat Almaty,Olympiacos FC,Edmilson,J. Stanojev,82,2025-12-09
6,Kairat Almaty,Olympiacos FC,O. Baibek,D. Kasabulat,82,2025-12-09
6,Olympiacos FC,Kairat Almaty,Chiquinho,M. Taremi,62,2025-12-09
6,Olympiacos FC,Kairat Almaty,D. Podence,G. Strefezza,62,2025-12-09
6,Kairat Almaty,Olympiacos FC,E. Tapalov,A. Tuyakbayev,62,2025-12-09
6,Kairat Almaty,Olympiacos FC,G. Zaria,V. Gromyko,46,2025-12-09
6,Kairat Almaty,Olympiacos FC,Ricardinho,J. G. C. Monteiro,46,2025-12-09
6,FC Bayern München,Sporting CP,H. Kane,N. Jackson,90,2025-12-09
6,Sporting CP,FC Bayern München,J. Simões,H. Morita,90,2025-12-09
6,Sporting CP,FC Bayern München,M. Araújo,S. Blopa,90,2025-12-09
6,FC Bayern München,Sporting CP,A. Pavlović,L. Goretzka,88,2025-12-09
6,FC Bayern München,Sporting CP,J. Stanišić,H. Itō,88,2025-12-09
6,FC Bayern München,Sporting CP,S. Gnabry,A. Davies,88,2025-12-09
6,Sporting CP,FC Bayern München,G. Catamo,F. Ioannidis,81,2025-12-09
6,Sporting CP,FC Bayern München,E. Quaresma,G. Vagiannidis,80,2025-12-09
6,FC Bayern München,Sporting CP,L. Karl,R. Guerreiro,77,2025-12-09
6,Sporting CP,FC Bayern München,A. Santos,R. Mangas,66,2025-12-09
6,AS Monaco,Galatasaray,F. Balogun,M. Biereth,86,2025-12-09
6,AS Monaco,Galatasaray,A. Golovin,K. Ouattara,82,2025-12-09
6,Galatasaray,AS Monaco,I. Jakobs,M. Icardi,79,2025-12-09
6,AS Monaco,Galatasaray,T. Minamino,J. Teze,75,2025-12-09
6,Galatasaray,AS Monaco,U. Çakır,G. Guvenc,68,2025-12-09
6,Galatasaray,AS Monaco,I. Gundogan,Y. Akgün,63,2025-12-09
6,Atalanta,Chelsea,A. Lookman,M. Pašalić,87,2025-12-09
6,Atalanta,Chelsea,Éderson,Y. Musah,87,2025-12-09
6,Chelsea,Atalanta,W. Fofana,T. Adarabioyo,76,2025-12-09
6,Atalanta,Chelsea,G. Scamacca,N. Krstović,72,2025-12-09
6,Atalanta,Chelsea,S. Kolašinac,H. Ahanor,71,2025-12-09
6,Chelsea,Atalanta,E. Fernández,M. Gusto,67,2025-12-09
6,Chelsea,Atalanta,P. Neto,A. Garnacho,66,2025-12-09
6,Chelsea,Atalanta,T. Chalobah,W. Fofana,46,2025-12-09
6,Atalanta,Chelsea,R. Bellanova,D. Zappacosta,17,2025-12-09
6,FC Barcelona,Eintracht Frankfurt,L. Yamal,R. Bardghji,89,2025-12-09
6,Eintracht Frankfurt,FC Barcelona,R. Doan,J. Ngankam,89,2025-12-09
6,FC Barcelona,Eintracht Frankfurt,A. Balde,A. Christensen,89,2025-12-09
6,Eintracht Frankfurt,FC Barcelona,F. Chaïbi,J. Bahoya,77,2025-12-09
6,Eintracht Frankfurt,FC Barcelona,M. Gotze,C. Uzun,77,2025-12-09
6,Eintracht Frankfurt,FC Barcelona,H. Larsson,M. Dahoud,68,2025-12-09
6,Eintracht Frankfurt,FC Barcelona,A. Knauff,E. Wahi,68,2025-12-09
6,FC Barcelona,Eintracht Frankfurt,Raphinha,F. de Jong,66,2025-12-09
6,FC Barcelona,Eintracht Frankfurt,R. Lewandowski,F. Torres,66,2025-12-09
6,FC Barcelona,Eintracht Frankfurt,F. López,M. Rashford,46,2025-12-09
6,Inter,Liverpool,F. Dimarco,C. Augusto,83,2025-12-09
6,Inter,Liverpool,M. Thuram,A. Bonny,83,2025-12-09
6,Inter,Liverpool,H. Mkhitaryan,P. Sučić,82,2025-12-09
6,Liverpool,Inter,J. Gomez,C. Bradley,68,2025-12-09
6,Liverpool,Inter,A. Isak,F. Wirtz,68,2025-12-09
6,Inter,Liverpool,F. Acerbi,Y. Bisseck,31,2025-12-09
6,Inter,Liverpool,H. Çalhanoğlu,P. Zieliński,11,2025-12-09
6,Atlético Madrid,PSV Eindhoven,G. Simeone,R. Le Normand,89,2025-12-09
6,PSV Eindhoven,Atlético Madrid,C. Driouech,I. Perisic,81,2025-12-09
6,Atlético Madrid,PSV Eindhoven,Koke,A. Griezmann,76,2025-12-09
6,Atlético Madrid,PSV Eindhoven,A. Sorloth,T. Almada,76,2025-12-09
6,PSV Eindhoven,Atlético Madrid,G. Til,R. Pepi,73,2025-12-09
6,Atlético Madrid,PSV Eindhoven,N. González,C. Gallagher,69,2025-12-09
6,PSV Eindhoven,Atlético Madrid,P. Wanner,D. Man,59,2025-12-09
6,PSV Eindhoven,Atlético Madrid,Y. Gasiorowski,A. Obispo,59,2025-12-09
6,Royale Union Saint-Gilloise,Olympique de Marseille,O. Niang,R. Sykes,90,2025-12-09
6,Olympique de Marseille,Royale Union Saint-Gilloise,M. Greenwood,R. Vaz,88,2025-12-09
6,Olympique de Marseille,Royale Union Saint-Gilloise,P. Aubameyang,G. Kondogbia,88,2025-12-09
6,Royale Union Saint-Gilloise,Olympique de Marseille,K. Rodríguez,M. Giger,82,2025-12-09
6,Royale Union Saint-Gilloise,Olympique de Marseille,K. V. D. Perre,M. Rasmussen,82,2025-12-09
6,Olympique de Marseille,Royale Union Saint-Gilloise,M. O'Riley,B. Nadir,69,2025-12-09
6,Royale Union Saint-Gilloise,Olympique de Marseille,R. Florucz,P. David,64,2025-12-09
6,Royale Union Saint-Gilloise,Olympique de Marseille,R. Schoofs,S. Boufal,64,2025-12-09
6,Olympique de Marseille,Royale Union Saint-Gilloise,T. Weah,L. Balerdi,46,2025-12-09
6,SK Slavia Praha,Tottenham Hotspur,Y. Sanyang,Y. Mbodji,80,2025-12-09
6,Tottenham Hotspur,SK Slavia Praha,W. Odobert,L. Bergvall,76,2025-12-09
6,SK Slavia Praha,Tottenham Hotspur,M. Sadílek,M. Cham-Saračević,76,2025-12-09
6,Tottenham Hotspur,SK Slavia Praha,P. Porro,B. Davies,68,2025-12-09
6,Tottenham Hotspur,SK Slavia Praha,Richarlison,R. K. Muani,68,2025-12-09
6,SK Slavia Praha,Tottenham Hotspur,S. Chaloupek,C. Zafeiris,60,2025-12-09
6,SK Slavia Praha,Tottenham Hotspur,D. Zima,T. Vlček,60,2025-12-09
6,SK Slavia Praha,Tottenham Hotspur,M. Chytil,E. Prekop,60,2025-12-09
6,Tottenham Hotspur,SK Slavia Praha,A. Gray,P. M. Sarr,59,2025-12-09
6,Tottenham Hotspur,SK Slavia Praha,M. Kudus,M. Tel,58,2025-12-09
6,Qarabağ FK,AFC Ajax,P. Bicalho,J. Montiel,87,2025-12-10
6,Qarabağ FK,AFC Ajax,M. Silva,Dani Bolt,87,2025-12-10
6,Qarabağ FK,AFC Ajax,E. Cafarquliyev,T. Bayramov,87,2025-12-10
6,AFC Ajax,Qarabağ FK,J. Mokio,K. Fitz-Jim,84,2025-12-10
6,AFC Ajax,Qarabağ FK,R. Moro,M. Godts,76,2025-12-10
6,AFC Ajax,Qarabağ FK,S. Steur,D. Klaassen,76,2025-12-10
6,Qarabağ FK,AFC Ajax,C. Durán,O. Kashchuk,70,2025-12-10
6,AFC Ajax,Qarabağ FK,K. Itakura,Y. Regeer,65,2025-12-10
6,AFC Ajax,Qarabağ FK,K. Dolberg,D. Konadu,65,2025-12-10
6,Qarabağ FK,AFC Ajax,L. Andrade,N. Akhundzade,59,2025-12-10
6,Villarreal,FC København,A. Pedraza,S. Cardona,83,2025-12-10
6,FC København,Villarreal,M. E. Madsen,T. Delaney,82,2025-12-10
6,FC København,Villarreal,W. Clem,V. Claesson,81,2025-12-10
6,FC København,Villarreal,Y. Zague,B. Meling,72,2025-12-10
6,FC København,Villarreal,V. B. Dadason,A. Cornelius,71,2025-12-10
6,Villarreal,FC København,A. Moleiro,M. Solomon,63,2025-12-10
6,Villarreal,FC København,T. Buchanan,I. Akhomach,46,2025-12-10
6,FC København,Villarreal,Robert,E. Achouri,46,2025-12-10
6,Villarreal,FC København,G. Mikautadze,T. Oluwaseyi,46,2025-12-10
6,Villarreal,FC København,N. Pépé,A. Pérez,46,2025-12-10
6,Athletic Club,Paris Saint-Germain,I. De Galarreta,M. Vesga,78,2025-12-10
6,Paris Saint-Germain,Athletic Club,B. Barcola,G. Ramos,78,2025-12-10
6,Athletic Club,Paris Saint-Germain,J. Areso,A. Gorosabel,73,2025-12-10
6,Athletic Club,Paris Saint-Germain,O. Sancet,A. Hierro,73,2025-12-10
6,Athletic Club,Paris Saint-Germain,M. Jauregizar,A. R. Mora,73,2025-12-10
6,Athletic Club,Paris Saint-Germain,G. Guruzeta,U. Gómez,62,2025-12-10
6,Paris Saint-Germain,Athletic Club,S. Mayulu,D. Doué,62,2025-12-10
6,Paris Saint-Germain,Athletic Club,Marquinhos,I. Zabarnyi,46,2025-12-10
6,Newcastle United,Bayer 04 Leverkusen,N. Woltemade,Y. Wissa,90,2025-12-10
6,Newcastle United,Bayer 04 Leverkusen,A. Gordon,J. Ramsey,90,2025-12-10
6,Bayer 04 Leverkusen,Newcastle United,Arthur,L. Badé,90,2025-12-10
6,Bayer 04 Leverkusen,Newcastle United,M. Tillman,C. Echeverri,85,2025-12-10
6,Newcastle United,Bayer 04 Leverkusen,H. Barnes,J. Murphy,78,2025-12-10
6,Bayer 04 Leverkusen,Newcastle United,E. Poku,N. Tella,71,2025-12-10
6,Newcastle United,Bayer 04 Leverkusen,Joelinton,L. Miley,60,2025-12-10
6,Bayer 04 Leverkusen,Newcastle United,P. Schick,C. Kofane,46,2025-12-10
6,Benfica,Napoli,L. Barreiro,J. Neto,90,2025-12-10
6,Benfica,Napoli,F. Aursnes,T. Freitas,90,2025-12-10
6,Napoli,Benfica,E. Elmas,A. Vergara,81,2025-12-10
6,Benfica,Napoli,G. Sudakov,A. Silva,76,2025-12-10
6,Benfica,Napoli,F. Ivanović,V. Pavlidis,76,2025-12-10
6,Napoli,Benfica,N. Lang,L. Lucca,74,2025-12-10
6,Napoli,Benfica,A. Buongiorno,Juan Jesus,59,2025-12-10
6,Napoli,Benfica,S. Beukema,M. Politano,46,2025-12-10
6,Napoli,Benfica,M. Olivera,L. Spinazzola,46,2025-12-10
6,Bodø/Glimt,Borussia Dortmund,I. D. Määttä,A. Klynge,82,2025-12-10
6,Borussia Dortmund,Bodø/Glimt,Y. Couto,J. Ryerson,77,2025-12-10
6,Borussia Dortmund,Bodø/Glimt,A. Anselmino,E. Can,77,2025-12-10
6,Bodø/Glimt,Borussia Dortmund,H. Aleesami,V. Nielsen,68,2025-12-10
6,Bodø/Glimt,Borussia Dortmund,O. D. Blomberg,M. Jørgensen,68,2025-12-10
6,Bodø/Glimt,Borussia Dortmund,K. Høgh,A. Helmersen,68,2025-12-10
6,Borussia Dortmund,Bodø/Glimt,F. Silva,S. Guirassy,67,2025-12-10
6,Borussia Dortmund,Bodø/Glimt,M. Beier,K. Adeyemi,67,2025-12-10
6,Bodø/Glimt,Borussia Dortmund,S. Fet,U. Saltnes,46,2025-12-10
6,Borussia Dortmund,Bodø/Glimt,W. Anton,D. Svensson,33,2025-12-10
6,Club Brugge KV,Arsenal,C. Forbs,M. Diakhon,83,2025-12-10
6,Arsenal,Club Brugge KV,B. White,M. Salmon,83,2025-12-10
6,Club Brugge KV,Arsenal,R. Onyedika,H. Vetlesen,74,2025-12-10
6,Club Brugge KV,Arsenal,J. Seys,K. Sabbe,74,2025-12-10
6,Arsenal,Club Brugge KV,M. Ødegaard,E. Nwaneri,71,2025-12-10
6,Arsenal,Club Brugge KV,N. Madueke,B. Saka,71,2025-12-10
6,Club Brugge KV,Arsenal,H. Siquet,B. Meijer,67,2025-12-10
6,Club Brugge KV,Arsenal,N. Tresoldi,K. I. Furo,67,2025-12-10
6,Arsenal,Club Brugge KV,P. Hincapié,R. Calafiori,63,2025-12-10
6,Arsenal,Club Brugge KV,V. Gyökeres,G. Jesus,62,2025-12-10
6,Pafos FC,Juventus,J. Correia,B. Langa,89,2025-12-10
6,Juventus,Pafos FC,K. Yıldız,J. Cabal,84,2025-12-10
6,Pafos FC,Juventus,V. Dragomir,M. Bassouamina,78,2025-12-10
6,Pafos FC,Juventus,D. Goldar,K. Pileas,78,2025-12-10
6,Pafos FC,Juventus,M. Oršić,Jajá,78,2025-12-10
6,Juventus,Pafos FC,J. David,V. Adžić,74,2025-12-10
6,Juventus,Pafos FC,F. Miretti,K. Thuram,74,2025-12-10
6,Pafos FC,Juventus,A. Silva,D. Quina,62,2025-12-10
6,Juventus,Pafos FC,M. Locatelli,L. Openda,60,2025-12-10
6,Juventus,Pafos FC,E. Zhegrova,F. Conceição,46,2025-12-10
6,Manchester City,Real Madrid,J. Doku,N. Ake,87,2025-12-10
6,Real Madrid,Manchester City,R. Asencio,Endrick,79,2025-12-10
6,Manchester City,Real Madrid,R. Cherki,Savinho,71,2025-12-10
6,Manchester City,Real Madrid,P. Foden,T. Reijnders,70,2025-12-10
6,Manchester City,Real Madrid,E. Haaland,O. Marmoush,70,2025-12-10
6,Real Madrid,Manchester City,D. Ceballos,B. Díaz,67,2025-12-10
6,Real Madrid,Manchester City,G. García,A. Güler,58,2025-12-10
7,Club Brugge KV,Kairat Almaty,K. Sabbe,H. Siquet,85,2026-01-20
7,Kairat Almaty,Club Brugge KV,D. Kasabulat,M. Abish,80,2026-01-20
7,Kairat Almaty,Club Brugge KV,E. Tapalov,J. Stanojev,80,2026-01-20
7,Club Brugge KV,Kairat Almaty,R. Vermant,N. Tresoldi,78,2026-01-20
7,Club Brugge KV,Kairat Almaty,C. Forbs,S. Campbell,78,2026-01-20
7,Club Brugge KV,Kairat Almaty,J. Seys,B. Meijer,78,2026-01-20
7,Kairat Almaty,Club Brugge KV,D. Glazer,A. Sadybekov,76,2026-01-20
7,Kairat Almaty,Club Brugge KV,Edmilson,M. Birkurmanov,76,2026-01-20
7,Kairat Almaty,Club Brugge KV,J. G. C. Monteiro,Ricardinho,76,2026-01-20
7,Club Brugge KV,Kairat Almaty,H. Vetlesen,C. Sandra,64,2026-01-20
7,Bodø/Glimt,Manchester City,S. Fet,I. D. Määttä,82,2026-01-20
7,Bodø/Glimt,Manchester City,H. Evjen,U. Saltnes,76,2026-01-20
7,Bodø/Glimt,Manchester City,O. D. Blomberg,S. Auklend,75,2026-01-20
7,Bodø/Glimt,Manchester City,K. Høgh,A. Helmersen,75,2026-01-20
7,Manchester City,Bodø/Glimt,P. Foden,O. Marmoush,70,2026-01-20
